id,score
18142,0.7320707070707071
18143,0.8143939393939394
18144,0.6646464646464647
18145,0.9262626262626262
18146,0.6732323232323232
18147,0.7383838383838384
18148,0.4785353535353536
18149,0.8148989898989899
18150,0.7242424242424242
18151,0.7106060606060606
18152,0.797979797979798
18153,0.41035353535353536
18154,0.5517676767676767
18155,0.38030303030303025
18156,0.8366161616161616
18157,0.19242424242424241
18158,0.8994949494949495
18159,0.6601010101010101
18160,0.807070707070707
18161,0.6979797979797979
18162,0.9659090909090908
18163,0.8098484848484848
18164,0.8207070707070707
18165,0.8184343434343435
18166,0.9568181818181818
18167,0.6878787878787879
18168,0.7565656565656566
18169,0.9886363636363636
18170,0.7820707070707071
18171,0.919949494949495
18172,0.8699494949494949
18173,0.768939393939394
18174,0.7815656565656566
18175,0.580050505050505
18176,0.6873737373737374
18177,0.46590909090909094
18178,0.6050505050505051
18179,0.9840909090909091
18180,0.5005050505050506
18181,0.7742424242424242
18182,0.5131313131313131
18183,0.8944444444444444
18184,1.0
18185,0.7338383838383838
18186,0.4603535353535354
18187,0.8648989898989898
18188,0.7825757575757576
18189,0.227020202020202
18190,0.954040404040404
18191,0.7876262626262627
18192,0.7247474747474747
18193,0.8871212121212122
18194,0.6515151515151515
18195,0.6878787878787879
18196,0.3098484848484848
18197,0.5454545454545454
18198,0.6042929292929293
18199,0.8348484848484848
18200,0.4131313131313131
18201,0.5017676767676768
18202,0.7161616161616162
18203,0.6974747474747475
18204,0.49318181818181817
18205,0.6765151515151515
18206,0.3893939393939394
18207,0.8848484848484849
18208,0.6515151515151515
18209,0.807070707070707
18210,0.7457070707070708
18211,0.5936868686868687
18212,0.43914141414141417
18213,0.4676767676767677
18214,0.3161616161616162
18215,0.6287878787878788
18216,0.8876262626262625
18217,0.4335858585858586
18218,0.6101010101010101
18219,0.656060606060606
18220,0.45505050505050504
18221,0.5737373737373738
18222,0.44671717171717173
18223,0.34949494949494947
18224,0.2542929292929293
18225,0.6606060606060606
18226,0.6901515151515152
18227,0.7065656565656566
18228,0.9681818181818183
18229,0.3325757575757576
18230,0.990909090909091
18231,0.7315656565656565
18232,0.8575757575757577
18233,0.6952020202020202
18234,0.5204545454545455
18235,0.8371212121212122
18236,0.944949494949495
18237,0.9222222222222223
18238,0.8343434343434344
18239,0.6838383838383839
18240,0.8257575757575758
18241,0.7565656565656566
18242,0.8421717171717171
18243,0.954040404040404
18244,0.6737373737373737
18245,0.9517676767676768
18246,0.7792929292929293
18247,0.9522727272727273
18248,0.7202020202020202
18249,0.9217171717171717
18250,0.6310606060606061
18251,0.9613636363636364
18252,0.8047979797979798
18253,0.5277777777777778
18254,0.9863636363636363
18255,0.7707070707070707
18256,0.8330808080808081
18257,0.7184343434343434
18258,0.22020202020202018
18259,0.7775252525252525
18260,0.5873737373737373
18261,0.3939393939393939
18262,0.731060606060606
18263,0.9063131313131313
18264,0.6396464646464647
18265,0.26843434343434347
18266,0.8053030303030303
18267,0.9194444444444444
18268,0.8694444444444445
18269,0.6146464646464647
18270,0.4994949494949495
18271,0.9886363636363636
18272,0.9126262626262627
18273,0.8535353535353536
18274,0.7457070707070708
18275,0.29848484848484846
18276,0.944949494949495
18277,0.8376262626262626
18278,0.944949494949495
18279,0.8603535353535353
18280,0.2542929292929293
18281,0.6078282828282828
18282,0.8303030303030303
18283,0.5050505050505051
18284,0.7583333333333333
18285,0.6578282828282829
18286,0.6742424242424242
18287,0.4603535353535354
18288,0.9171717171717171
18289,0.7747474747474747
18290,0.8313131313131312
18291,0.9795454545454545
18292,0.904040404040404
18293,0.7757575757575758
18294,0.27424242424242423
18295,0.9012626262626262
18296,0.7343434343434343
18297,0.5669191919191919
18298,0.9704545454545455
18299,0.6974747474747475
18300,0.6747474747474748
18301,0.6055555555555556
18302,0.6724747474747474
18303,0.2820707070707071
18304,0.4217171717171717
18305,0.6752525252525252
18306,0.47045454545454546
18307,0.32121212121212117
18308,0.7542929292929292
18309,0.2702020202020202
18310,0.34494949494949495
18311,0.8234848484848485
18312,0.7580808080808081
18313,0.17146464646464646
18314,0.11818181818181818
18315,0.4595959595959596
18316,0.8717171717171717
18317,0.7348484848484849
18318,0.6702020202020202
18319,0.6323232323232324
18320,0.9148989898989899
18321,0.4154040404040404
18322,0.8848484848484849
18323,0.9772727272727273
18324,0.5914141414141414
18325,0.7747474747474747
18326,0.7065656565656566
18327,0.48636363636363633
18328,0.752020202020202
18329,0.5300505050505051
18330,0.5436868686868688
18331,0.49671717171717167
18332,0.40126262626262627
18333,0.9358585858585858
18334,0.7843434343434343
18335,0.9313131313131313
18336,0.26944444444444443
18337,0.8121212121212121
18338,0.8025252525252525
18339,0.7560606060606061
18340,0.9103535353535352
18341,0.5318181818181817
18342,0.39217171717171717
18343,0.8343434343434344
18344,0.8722222222222222
18345,1.0
18346,0.8876262626262625
18347,0.5618686868686869
18348,0.742929292929293
18349,0.8047979797979798
18350,0.5545454545454546
18351,0.6573232323232323
18352,0.48762626262626263
18353,0.8121212121212121
18354,0.4840909090909091
18355,0.5204545454545455
18356,0.34898989898989896
18357,0.47954545454545455
18358,0.7093434343434344
18359,0.5896464646464648
18360,0.9244949494949495
18361,0.7757575757575758
18362,0.5545454545454546
18363,0.6282828282828283
18364,0.5436868686868688
18365,0.7333333333333334
18366,0.803030303030303
18367,0.9171717171717171
18368,0.6113636363636363
18369,0.6611111111111111
18370,0.9699494949494949
18371,0.5345959595959596
18372,0.38181818181818183
18373,0.32752525252525255
18374,0.6090909090909091
18375,0.12601010101010102
