id,score
18142,0.8927187084291285
18143,0.7177266267667483
18144,0.2675983897338586
18145,0.9755810360351808
18146,0.9723255127674818
18147,0.8756694044497836
18148,0.23298886942680133
18149,0.9465076202828376
18150,0.47369144856800793
18151,0.9285113491483488
18152,0.8834893603086454
18153,0.4550140831187082
18154,0.6313887609843851
18155,0.32687673624581964
18156,0.9502456269563004
18157,0.45845005616520257
18158,0.9105969475639707
18159,0.281832436562616
18160,0.8738346112750554
18161,0.6912369797139292
18162,0.9700953987026009
18163,0.8039608504370658
18164,0.9373209274692912
18165,0.8539295667904253
18166,0.8542014986647297
18167,0.7981263451930035
18168,0.620195406752906
18169,0.9584653241365918
18170,0.8563063772656694
18171,0.9855117693256071
18172,0.9457297668310832
18173,0.7853615501142158
18174,0.828415374605945
18175,0.8555026126148267
18176,0.8081145998438378
18177,0.6496013897194811
18178,0.357027927881951
18179,0.907610888646342
18180,0.42168516379549087
18181,0.9093840015476791
18182,0.7411348424439096
18183,0.9488321907205894
18184,0.9500841813952859
18185,0.6710260183928232
18186,0.4210567446433706
18187,0.9070094526016388
18188,0.7115613073109608
18189,0.2349605981506213
18190,0.9603293766785216
18191,0.25504694492892754
18192,0.739790513154568
18193,0.9582404719894418
18194,0.5648213076166838
18195,0.6807684161967043
18196,0.09050476902000687
18197,0.8517906725517594
18198,0.8119237884367484
18199,0.897599931343327
18200,0.41983791426813005
18201,0.4185965712429944
18202,0.5024205068095049
18203,0.8871454811569857
18204,0.30022562642265044
18205,0.4448388609907347
18206,0.632616320751555
18207,0.9723451140851219
18208,0.8266113263940946
18209,0.7997656718075126
18210,0.33320325681904056
18211,0.5384217571335851
18212,0.2874192681158951
18213,0.684634647814261
18214,0.8452795771656224
18215,0.5645187926409836
18216,0.3432958628735907
18217,0.37162196056652624
18218,0.6570962537417785
18219,0.8925185030662738
18220,0.21639580530022784
18221,0.5475309954508744
18222,0.19049186436601184
18223,0.2867035488399193
18224,0.08480326070234168
18225,0.8719594676997122
18226,0.8901931947302506
18227,0.7098919187647476
18228,0.8915554433431724
18229,0.5487071755817781
18230,0.9651813243074133
18231,0.8503558623865176
18232,0.7355690619734715
18233,0.8224314613990192
18234,0.6834698553576256
18235,0.9242866261174276
18236,0.9403039827725636
18237,0.6476163242245788
18238,0.6006635851173642
18239,0.9604874055905802
18240,0.9471119010582328
18241,0.8972792524860803
18242,0.6078585381841467
18243,0.9557462606798954
18244,0.9663383952914777
18245,0.8842907269748642
18246,0.7953538225336967
18247,0.513459729486637
18248,0.9615865630822528
18249,0.9811166887594233
18250,0.8491496656400591
18251,0.8979029751295083
18252,0.8049775800764274
18253,0.6241186517556834
18254,0.9658629836800158
18255,0.8411434925716632
18256,0.7279385201802523
18257,0.18283522548762868
18258,0.48545282355440617
18259,0.6262542459522209
18260,0.22073345747521123
18261,0.6153929298191213
18262,0.8909592246579764
18263,0.9248780120089992
18264,0.4863839806303855
18265,0.1663660844615126
18266,0.939463700931907
18267,0.8768133749556091
18268,0.929774983137133
18269,0.326117661286302
18270,0.7913642965758898
18271,0.9313300417258449
18272,0.9729654343687449
18273,0.8165309781401707
18274,0.7764797948074705
18275,0.19019143691659898
18276,0.9223675716887242
18277,0.9318923693576225
18278,0.9128961264876074
18279,0.5820644064396352
18280,0.5838645113591187
18281,0.36285877296186336
